Include,StudyID,GroupID,LaboratoryID,PopulationID,EffectID,Title,Year,Authors_all,Lab_PI,Journal,DOI,Species,Developmental_mode,Mean_clutch_size,SD_clutch_size,SE_clutch_size,Focal_clutch_number,Max_clutch_number,Study_area,Lat_study_area,Long_study_area,Elev_study_area,Year_collection,Study_type,Egg_n_collected,Time_collection,Egg_sampl_method,Egg_store,Egg_homog,Egg_homog_name,Site_horm_measured,Horm_measured,Horm_extracted_colum,Method_horm_meas,AntibodyKit,Horm_units,Horm_mean,Horm_Var,Horm_Var_Type,Exp_mother_egg,Method_mother_exp,Type_mother_exp,Horm_mother_exp,Horm_mother_units,Horm_mother_lab,Horm_mother_applied_dose,Horm_mother_mean_nat,Horm_mother_dose_exp,Horm_mother_SD,Horm_mother_cateogrical_dose,Time_mother_exp,Egg_order_exp,Egg_n_exp,Percent_egg_exp,Time_egg_exp,Method_egg_exp,Site_egg_exp,Horm_egg_exp,Horm_egg_units,Horm_egg_lab,Horm_egg_applied_dose,Horm_egg_mean_nat,Horm_egg_dose_exp,Horm_egg_SD,Horm_egg_cateogrical_dose,Solvent_egg_used_exp,Fitness_trait,Fitness_mother,Fitness_offs,Off_life_stage,Off_age,Off_average_nesting_time,Off_relative_age,Off_sex,Blind_data_recording,Partial_or_selective_data_rep,TestStat_N_level,TestStat_N_clutch,TestStat_N_off,TestStat_Type,TestStat_NumberOfPredictors,TestStat_Value,TestStat_df,TestStat_p,TestStat_p_comment,TestDirection,Exp_N_level,Control_Mean,Control_Var,Control_N_clutch,Control_N_off,Exp_Mean,Exp_Var,Exp_N_clutch,Exp_N_off,Shared_control,Shared_control_ID,Var_type,Var_type_comment ,DataLocation,DataSource,DataReporting,Raw,Notes,Quotes,ExtractionID,Extraction_check_observer,Extraction_check_notes,Reply_LM,Comments_after_author_response,Final_exclusion_paper_why,Least_square_means,Cross_fostering,Incubation_prior,Effect_size_type
yes,rayyan-123814059,GR_L_02,Lab_ID_21,Population_ID_13,NA,Brood Reduction via Intra-clutch Variation in Testosterone - An Experimental Test in the Great Tit,2013,Podlas; K. and Helfenstein; F. and Richner; H.,Richner,PLoS ONE,10.1371/journal.pone.0056672,Parus major,altricial,NA,NA,NA,NA,NA,Köniz forest; Switzerland,46.93,7.4,NA,2009,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/2/2003,3,NA,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,Fluka; Switzerland,15,8.25,181.8181818,NA,within natural range,plant oil,offspring,NA,mass,before independence,13,NA,NA,NA,NA,NA,clutch,33,NA,NA,NA,NA,NA,NA,NA,NA,offspring,16.72,0.22,15,NA,16.47,0.29,18,NA,no,NA,SE,NA, fig. 2; p5,figure,incomplete,no,First 3 eggs within a clutch manipulated. Body mass is measured in the offsprings; but no info on the number of offspring per clutch is available. The first and last treated clutches are compared to the same control group; but they also consider control first and last. this is why i do not write down shared control. Information on within-broods comparison is also available. But I here report among clutches because is where I get info on experiment vs control,NA,LM,AST,ok,NA,NA,NA,no,no,no,Mean
yes,rayyan-123814059,GR_L_02,Lab_ID_21,Population_ID_13,NA,Brood Reduction via Intra-clutch Variation in Testosterone - An Experimental Test in the Great Tit,2013,Podlas; K. and Helfenstein; F. and Richner; H.,Richner,PLoS ONE,10.1371/journal.pone.0056672,Parus major,altricial,NA,NA,NA,NA,NA,Köniz forest; Switzerland,46.93,7.4,NA,2009,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/7/2008,3,NA,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,Fluka; Switzerland,15,8.25,181.8181818,NA,within natural range,plant oil,offspring,NA,mass,before independence,13,NA,NA,NA,NA,NA,clutch,33,NA,NA,NA,NA,NA,NA,NA,NA,offspring,17.04,0.21,15,NA,15.93,0.33,18,NA,no,NA,SE,NA, fig. 2; p5,figure,incomplete,no,Last 3 eggs within a clutch manipulated. Body mass is measured in the offsprings; but no info on the number of offspring per clutch is available. The first and last treated clutches are compared to the same control group; but they also consider control first and last. this is why i do not write down shared control. But I here report among clutches because is where I get info on experiment vs control,NA,LM,AST,ok,NA,NA,NA,no,no,no,Mean
yes,rayyan-123814059,GR_L_02,Lab_ID_21,Population_ID_13,NA,Brood Reduction via Intra-clutch Variation in Testosterone - An Experimental Test in the Great Tit,2013,Podlas; K. and Helfenstein; F. and Richner; H.,Richner,PLoS ONE,10.1371/journal.pone.0056672,Parus major,altricial,NA,NA,NA,NA,NA,Köniz forest; Switzerland,46.93,7.4,NA,2009,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/2/2003,3,NA,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,Fluka; Switzerland,15,8.25,181.8181818,NA,within natural range,plant oil,offspring,NA,tarsus,before independence,13,NA,NA,NA,NA,NA,clutch,33,NA,Fisher-test (mixed model),3,4.85,30,0.035,p-value,positive,offspring,18.35,0.16,15,NA,19.94,0.4,18,NA,no,NA,SE,NA, fig. 3; p5,figure,incomplete,no,First 3 eggs within a clutch manipulated. Tarsus is measured in the offsprings; but no info on the number of offspring per clutch is available. The first and last treated clutches are compared to the same control group; but they also consider control first and last. this is why i do not write down shared control. But I here report among clutches because is where I get info on experiment vs control,NA,LM,AST,ok,NA,NA,NA,no,no,no,Mean
yes,rayyan-123814059,GR_L_02,Lab_ID_21,Population_ID_13,NA,Brood Reduction via Intra-clutch Variation in Testosterone - An Experimental Test in the Great Tit,2013,Podlas; K. and Helfenstein; F. and Richner; H.,Richner,PLoS ONE,10.1371/journal.pone.0056672,Parus major,altricial,NA,NA,NA,NA,NA,Köniz forest; Switzerland,46.93,7.4,NA,2009,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/7/2008,3,NA,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,Fluka; Switzerland,15,8.25,181.8181818,NA,within natural range,plant oil,offspring,NA,tarsus,before independence,13,NA,NA,NA,NA,NA,clutch,33,NA,NA,NA,NA,NA,NA,NA,NA,offspring,18.56,0.26,15,NA,18.73,0.39,18,NA,no,NA,SE,NA, fig. 3; p5,figure,incomplete,no,Last 3 eggs within a clutch manipulated. Tarsus is measured in the offsprings; but no info on the number of offspring per clutch is available. But I here report among clutches because is where I get info on experiment vs control. The first and last treated clutches are compared to the same control group; but they also consider control first and last. this is why i do not write down shared control. They report the F-test to inform the overall difference between control chicks (first and last eggs) and last treated eggs only:  F-test (mixed model): <0.83; pvalue: >0.37),NA,LM,AST,ok,NA,NA,NA,no,no,no,Mean
yes,rayyan-123814059,GR_L_02,Lab_ID_21,Population_ID_13,NA,Brood Reduction via Intra-clutch Variation in Testosterone - An Experimental Test in the Great Tit,2013,Podlas; K. and Helfenstein; F. and Richner; H.,Richner,PLoS ONE,10.1371/journal.pone.0056672,Parus major,altricial,NA,NA,NA,NA,NA,Köniz forest; Switzerland,46.93,7.4,NA,2009,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/2/2003,3,NA,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,Fluka; Switzerland,15,8.25,181.8181818,NA,within natural range,plant oil,offspring,NA,wing,before independence,13,NA,NA,NA,NA,NA,clutch,33,NA,NA,NA,NA,NA,NA,NA,NA,offspring,44.92,0.75,15,NA,44.78,0.62,18,NA,no,NA,SE,NA, fig. 4; p5,figure,incomplete,no,First 3 eggs within a clutch manipulated. Wing is measured in the offsprings; but no info on the number of offspring per clutch is available. But I here report among clutches because is where I get info on experiment vs control. The first and last treated clutches are compared to the same control group; but they also consider control first and last. this is why i do not write down shared control,NA,LM,AST,ok,NA,NA,NA,no,no,no,Mean
yes,rayyan-123814059,GR_L_02,Lab_ID_21,Population_ID_13,NA,Brood Reduction via Intra-clutch Variation in Testosterone - An Experimental Test in the Great Tit,2013,Podlas; K. and Helfenstein; F. and Richner; H.,Richner,PLoS ONE,10.1371/journal.pone.0056672,Parus major,altricial,NA,NA,NA,NA,NA,Köniz forest; Switzerland,46.93,7.4,NA,2009,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/7/2008,3,NA,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,Fluka; Switzerland,15,8.25,181.8181818,NA,within natural range,plant oil,offspring,NA,wing,before independence,13,NA,NA,NA,NA,NA,clutch,33,NA,NA,NA,NA,NA,NA,NA,NA,offspring,45.26,0.65,15,NA,43.12,0.88,18,NA,no,NA,SE,NA, fig. 4; p5,figure,incomplete,no,Last 3 eggs within a clutch manipulated. Wing is measured in the offsprings; but no info on the number of offspring per clutch is available.But I here report among clutches because is where I get info on experiment vs control.  The first and last treated clutches are compared to the same control group; but they also consider control first and last. this is why i do not write down shared control,NA,LM,AST,Exp_Mean seems off based on what I see in figure 4,yes; thanks! It's 43.12. I modified it,NA,NA,no,no,no,Mean
yes,rayyan-123814059,GR_L_02,Lab_ID_21,Population_ID_13,NA,Brood Reduction via Intra-clutch Variation in Testosterone - An Experimental Test in the Great Tit,2013,Podlas; K. and Helfenstein; F. and Richner; H.,Richner,PLoS ONE,10.1371/journal.pone.0056672,Parus major,altricial,NA,NA,NA,NA,NA,Köniz forest; Switzerland,46.93,7.4,NA,2009,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/2/2003,3,NA,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,Fluka; Switzerland,15,8.25,181.8181818,NA,within natural range,plant oil,offspring,NA,fledgling success,before independence,16,NA,NA,NA,NA,NA,clutch,33,NA,NA,NA,NA,NA,NA,NA,NA,offspring,90,NA,15,NA,85,NA,18,NA,yes,SC_L_3,NA,Absolute percentage; no variance,p6,text,complete,no,First 3 eggs within a clutch manipulated. From day 16 onwards they measured fledgling success.,NA,LM,AST,"(1) Var_type should be NA. (2) Also; given that above we focus on comparing first control vs first treatment and last control vs last treatment; even though we could have also chosen to do control (mean of first and last) vs first treatment (mean of first and last) and control (mean of first and last) vs last treament (mean of first and last); is it comparable to extract the latter here for fledgling success but focus on first vs first and last vs last in the previous data (figure data)? (3) Last; why is it called ""incomplete"".",(1) I modified it. (2) we decided to leave it like that (i.e.; not to re-extract the data by looking; for example; at the mean between groups). (3) Modified. ,NA,NA,no,no,no,Absolute
yes,rayyan-123814059,GR_L_02,Lab_ID_21,Population_ID_13,NA,Brood Reduction via Intra-clutch Variation in Testosterone - An Experimental Test in the Great Tit,2013,Podlas; K. and Helfenstein; F. and Richner; H.,Richner,PLoS ONE,10.1371/journal.pone.0056672,Parus major,altricial,NA,NA,NA,NA,NA,Köniz forest; Switzerland,46.93,7.4,NA,2009,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/7/2008,3,NA,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,Fluka; Switzerland,15,8.25,181.8181818,NA,within natural range,plant oil,offspring,NA,fledgling success,before independence,16,NA,NA,NA,NA,NA,clutch,33,NA,NA,NA,NA,NA,NA,NA,NA,offspring,90,NA,15,NA,92,NA,18,NA,yes,SC_L_3,NA,Absolute percentage; no variance,p6,text,complete,no,Last 3 eggs within a clutch manipulated. From day 16 onwards they measured fledgling success.,NA,LM,AST,"(1) Var_type should be NA. (2) Also; given that above we focus on comparing first control vs first treatment and last control vs last treatment; even though we could have also chosen to do control (mean of first and last) vs first treatment (mean of first and last) and control (mean of first and last) vs last treament (mean of first and last); is it comparable to extract the latter here for fledgling success but focus on first vs first and last vs last in the previous data (figure data)? (3) Last; why is it called ""incomplete"".",(1) I modified it. (2) we decided to leave it like that (i.e.; not to re-extract the data by looking; for example; at the mean between groups). (3) Modified. ,NA,NA,no,no,no,Absolute
yes,rayyan-123814130,GR_P_06,Lab_ID_12,Population_ID_33,NA,Consequences of elevating plasma testosterone in females of a socially monogamous songbird: Evidence of constraints on male evolution?,2004,Clotfelter; E.D. and O'Neal; D.M. and Gaudioso; J.M. and Casto; J.M. and Parker-Renga; I.M. and Snajdr; E.A. and Duffy; D.L. and Nolan Jr.; V. and Ketterson; E.D.,Ketterson,Hormones and Behavior,10.1016/j.yhbeh.2004.03.003,Junco hyemalis,altricial,NA,NA,NA,NA,NA,Southwestern Virginia; USA,NA,NA,NA,2001-2002,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,direct,implant,testosterone,mm,Sigma-Aldrich,5,NA,NA,NA,within natural range,more than 6 days prior to the laying of the first egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,clutch size,NA,NA,NA,NA,NA,NA,NA,NA,clutch,50,NA,Mann Whitney,NA,-1.48,NA,0.14,p-value,negative,clutch,3.9,0.09,25,NA,3.72,0.08,25,NA,no,NA,SEM,NA,p174,text,complete,no,Shall I report egg hormones concetrations for testo and estradiol (I think different clutch of the same female but not sure)? If so; how?,NA,PBD,LM; ASF,The authors also reported U estimate = 244.5; The treated females had smaller clutch size; this is why in test direction I wrote negative; in statistical analysis the authors report that they inform the estimate and SEM. ,NA,NA,NA,no,no,no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,1,2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,mother,hatching success,NA,hatching,0,22,0,NA,NA,NA,clutch,189,NA,Chi-square,1,0.15,1,0.659,p-value,negative,clutch,69.6296296,0.46042502,90,NA,69.2134831,0.46212999,99,NA,no,NA,SD,NA,p1480; data sent by author,text,complete,no,Modal clutch size is 5;  information on normal (non-injected at all) hatching success is reported. But since there is no info to link with natural levels of yolk hormones; I did not include this info in the excel. The info is incomplete because the authors do not provide info on the direction of the test. ,NA,LM,LM,NA,NA,NA,NA,no,no,no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,replacement (fem that had the first clutch predated),2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,mother,hatching success,NA,hatching,0,22,0,NA,NA,NA,clutch,74,NA,Chi-square,1,0.07,1,0.784,p-value,negative,clutch,71.942446,0.45090532,38,NA,61.9047619,0.48755952,36,NA,no,NA,SD,NA,p1480; data sent by author,text,complete,no,Modal clutch size is 5; information on normal (non-injected at all) hatching success is reported. But since there is no info to link with natural levels of yolk hormones; I did not include this info in the excel. The info is incomplete because the authors do not provide info on the direction of the test. ,NA,LM,LM,NA,NA,NA,NA,no,no,no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,2,2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,mother,hatching success,NA,hatching,0,22,0,NA,NA,NA,clutch,140,NA,Chi-square,1,0.01,1,0.896,p-value,positive,clutch,54.3933054,0.49911141,62,NA,60.1823708,0.4902678,78,NA,no,NA,SD,NA,p1480; data sent by author,text,complete,no,Modal clutch size is 5; information on normal (non-injected at all) hatching success is reported. But since there is no info to link with natural levels of yolk hormones; I did not include this info in the excel. The info is incomplete because the authors do not provide info on the direction of the test. ,NA,LM,LM,NA,NA,NA,NA,no,yes (brood manipulation),no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,1,2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,offspring,NA,fledgling number,before independence,14,22,0.636363636,NA,NA,NA,clutch,137,545,Chi-square,1,1.78,1,0.181,p-value,positive,clutch,92.5531915,0.26299784,65,259,96.4285714,0.18587887,72,286,no,NA,SD,NA,p1480; data sent by author,text,complete,no,Modal clutch size is 5; for few nests they did brood manipulation on day 3 posthatch but always within nests with same treatment (no info on this on or the total number of chicks);  The info is incomplete because the authors do not provide info on the direction of the test. ,NA,LM,LM,Check sample sizes,Authors contacted,Samples sizes obtained from authors,NA,no,yes (brood manipulation),no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,replacement (fem that had the first clutch predated),2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,offspring,NA,fledgling number,before independence,14,22,0.636363636,NA,NA,NA,clutch,44,161,Chi-square,1,3.44,1,0.063,p-value,positive,clutch,89,0.31446604,23,85,96.1538462,0.19355242,21,76,no,NA,SD,NA,p1480; data sent by author,text,complete,no,Modal clutch size is 5; for few nests they did brood manipulation on day 3 posthatch but always within nests with same treatment (no info on this on or the total number of chicks). Nestling survival is lower in the experimental group compared to control (negative direction of the statistical test),NA,LM,LM,Check sample sizes,Authors contacted,Samples sizes obtained from authors,NA,no,yes (brood manipulation),no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,2,2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,offspring,NA,fledgling number,before independence,14,22,0.636363636,NA,NA,NA,clutch,87,271,Chi-square,1,6.57,1,0.01,p-value,negative,clutch,92.3076923,0.26750019,37,114,88.8888889,0.31506631,50,157,no,NA,SD,NA,p1480; data sent by author,text,complete,no,Modal clutch size is 5; for few nests they did brood manipulation on day 3 posthatch but always within nests with same treatment (no info on this on or the total number of chicks). Nestling survival is lower in the experimental group compared to control (negative direction of the statistical test),NA,LM,LM,Check sample sizes,Authors contacted,Samples sizes obtained from authors,NA,no,yes (brood manipulation),no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,1,2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,offspring,NA,tarsus,before independence,14,22,0.636363636,NA,NA,NA,offspring,137,545,Fisher-test,2,0.171,386,0.151,p-value,positive,offspring,28.563,0.999,65,259,28.416,1.072,72,286,no,NA,SD,NA,Supplementary Table 1; data sent by author,Table,complete,no,Modal clutch size is 5; for few nests they did brood manipulation on day 3 posthatch but always within nests with same treatment no info on thisno info on this on or the total number of chicks). The authors also provide a SE from the statistical estimate: 0.171 +/- 0.119,NA,LM,LM,Check sample sizes,Authors contacted,Samples sizes obtained from authors,NA,no,yes (brood manipulation),no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,replacement (fem that had the first clutch predated),2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,offspring,NA,tarsus,before independence,14,22,0.636363636,NA,NA,NA,offspring,44,161,Fisher-test,2,-0.816,358,<0.001,p-value,negative,offspring,27.995,1.403,23,85,27.604,1.514,21,76,no,NA,SD,NA,Supplementary Table 1; data sent by author,Table,complete,no,Modal clutch size is 5; for few nests they did brood manipulation on day 3 posthatch but always within nests with same treatment no info on thisno info on this on or the total number of chicks). The authors also provide a SE from the statistical estimate: -0.816 +/- 0.227,NA,LM,LM,Check sample sizes,Authors contacted,Samples sizes obtained from authors,NA,no,yes (brood manipulation),no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,2,2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,offspring,NA,tarsus,before independence,14,22,0.636363636,NA,NA,NA,offspring,87,271,Fisher-test,2,-0.127,634,0.457,p-value,negative,offspring,28.432,1.124,37,114,28.299,1.482,50,157,no,NA,SD,NA,Supplementary Table 1; data sent by author,Table,complete,no,Modal clutch size is 5; for few nests they did brood manipulation on day 3 posthatch but always within nests with same treatment no info on thisno info on this on or the total number of chicks). The authors also provide a SE from the statistical estimate: -0.127 +/- 0.171,NA,LM,LM,The degrees of freedom here are higher than the number of clutches. Did they do the Fisher test with clutches or nestlings?; Check sample sizes,Authors contacted,Yes; they calculated estimates for nestlings (not clutches); Sample sizes obtained from authors,NA,no,yes (brood manipulation),no,Mean
yes,rayyan-123814142,GR_L_06,Lab_ID_6,Population_ID_32,NA,Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine,2015,Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.,Gil,Journal of Evolutionary Biology,10.1111/jeb.12668,Sturnus unicolor,altricial,5,NA,NA,1,2,Soto del Real; Madrid; Spain,49.75,-3.8,930,2011,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,5,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Sigma-Aldrich; Germany,92,64,143.75,4,within natural range,plant oil,offspring,NA,structural body size (mass and tarsus),before independence,14,22,0.636363636,NA,NA,NA,offspring,137,545,Fisher-test,2,-0.099,518,0.24,p-value,negative,offspring,0.475,0.732,65,259,0.553,0.952,72,286,no,NA,SD,NA,Supplementary Table 1; data sent by author,Table,complete,no,Modal clutch size is 5;for few nests they did brood manipulation on day 3 posthatch but always within nests with same treatment no info on thisno info on this on or the total number of chicks). The authors also provide a SE from the statistical estimate: -0.099 +/- 0.084,Body condition was estimated using the residuals from a regression of body mass on tarsus length (Schulte-Hostedde et al.; 2005).,LM,LM,The degrees of freedom here are higher than the number of clutches. Did they do the Fisher test with clutches or nestlings?; Check sample sizes,Authors contacted,Yes; they calculated estimates for nestlings (not clutches); Sample sizes obtained from authors. Also; the estimate from the table shows a negative effect of treatment but the mean values calcualted from raw data (i.e.; without controlling for any factor) is positive.,NA,no,yes (brood manipulation),no,Mean
