key,title,authors,journal,issn,volume,issue,pages,day,month,year,publisher,pmc_id,pubmed,url,abstract,notes
DeHaas2021,"Prenatal and Early Postnatal Behavioural Programming in Laying Hens, With Possible Implications for the Development of Injurious Pecking","De Haas, E.N. and Newberry, R.C. and Edgar, J. and Riber, A.B. and Estevez, I. and Ferrante, V. and Hernandez, C.E. and Kjaer, J.B. and Ozkan, S. and Dimitrov, I. and Rodenburg, T.B. and Janczak, A.M.",Frontiers in Veterinary Science,22971769,8,NA,NA,,,2021,Frontiers Media S.A.,,,10.3389/fvets.2021.678500,"Injurious pecking (IP) represents a serious concern for the welfare of laying hens (Gallus gallus domesticus). The risk of IP among hens with intact beaks in cage-free housing prompts a need for solutions based on an understanding of underlying mechanisms. In this review, we explore how behavioural programming via prenatal and early postnatal environmental conditions could influence the development of IP in laying hens. The possible roles of early life adversity and mismatch between early life programming and subsequent environmental conditions are considered. We review the role of maternal stress, egg conditions, incubation settings (temperature, light, sound, odour) and chick brooding conditions on behavioural programming that could be linked to IP. Brain and behavioural development can be programmed by prenatal and postnatal environmental conditions, which if suboptimal could lead to a tendency to develop IP later in life, as we illustrate with a Jenga tower that could fall over if not built solidly. If so, steps taken to optimise the environmental conditions of previous generations and incubation conditions, reduce stress around hatching, and guide the early learning of chicks will aid in prevention of IP in commercial laying hen flocks. Â© Copyright Â© 2021 De Haas, Newberry, Edgar, Riber, Estevez, Ferrante, Hernandez, Kjaer, Ozkan, Dimitrov, Rodenburg and Janczak.",
D.U.00E2..U.20AC..U.2122.Arpa2021,Prenatal manipulation of yolk androgen levels affects egg size but not egg colour in a songbird,"Dâ€™Arpa, S.R. and Muriel, J. and MonclÃºs, R. and Gil, D. and PÃ©rez-RodrÃ­guez, L.",Behavioral Ecology and Sociobiology,3405443,75,3,NA,,,2021,Springer Science and Business Media Deutschland GmbH,,,10.1007/s00265-021-02991-9,"Abstract: Maternal allocation of androgens to the egg yolk allows mothers to adaptively manipulate offspring phenotype. Increases of egg androgen levels have often been shown to induce sex-specific effects. Some previous studies suggest that females specifically may suffer a fitness reduction after early exposure to high androgen levels. In this study, we explored whether female birds that developed exposed to high yolk androgen concentrations would reduce their maternal investment later in life. We explored two different aspects of female reproduction in spotless starlings (Sturnus unicolor): egg coloration (a post mating sexual signal in this species) and egg size. We manipulated androgen yolk levels in a large sample of clutches of this species. We monitored the reproduction of the females that hatched from these eggs, measuring the size and colour of the eggs they laid throughout their life (from 1 to 7 years of age). We found no overall difference in egg colour in relation to treatment, clutch number or age. However, females exposed to high egg androgen levels showed a steeper decrease in egg size along the laying order than controls. This pattern likely results in a more unbalanced distribution of resources within the clutch, possibly favouring brood size reductions in experimental females. In addition, control and experimental females differed in how egg volume changed with age. These results show that some egg characteristics may be affected by the femaleâ€™sÂ exposure to yolk androgens during her own embryonic development. Our research calls for further long-term research on the influence of prenatal androgens on the fitness mechanisms regulating reproductive investment and its potential signalling role in a perspective of sexual selection. Significance statement: In birds, mothers prepare the offspring to the environment they will encounter at hatching by depositing a mixture of compounds into the eggs. Androgens specifically exert a variety of effects during embryo development and chick growth, but some of these may be negative in adult life. In particular, early androgen may be detrimental for females in the long term, decreasing maternal investment and fitness. Using the spotless starling as study species, we tested whether an experimental increase in yolk androgens negatively affects breeding investment, measured by egg colour (a sexual signal) and egg size. We found no effects of the treatment on egg colour. However, females exposed to high androgen levels during their development reduced egg size along the laying order more strongly than controls. This may affect nestling survival, and indicates that prenatal yolk androgens may influence some egg characteristics with known relevance for offspring viability. Â© 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH, DE part of Springer Nature.",
Charrier2022,Prenatal maternal stress is associated with behavioural and epigenetic changes in Japanese quail,"Charrier, M. and Lumineau, S. and Georgelin, M. and Meurisse, M. and Palme, R. and Angelier, F. and Cornilleau, F. and Constantin, P. and Coustham, V. and Nicolle, C. and Bertin, A. and Darmaillacq, A.-S. and Dickel, L. and GuÃ©menÃ©, D. and Calandreau, L. and Houdelier, C.",Psychoneuroendocrinology,3064530,137,NA,NA,,,2022,Elsevier Ltd,,,10.1016/j.psyneuen.2022.105661,"Prenatal maternal stress (PMS) influences many facets of offspring's phenotype including morphology, behaviour and cognitive abilities. Recent research suggested that PMS also induced epigenetic modifications. In the present study, we analysed, in the Japanese quail, the effects of PMS on the emotional reactivity and cognitive abilities of the F1 offspring. We also investigated in the hippocampus, the paraventricular hypothalamic nucleus and subnuclei of the arcopallium/amygdala the level of two histone post-translational modifications, H3K4me2 and H3K27me3, known to be impacted by stress. We found that PMS does not affect F1 quail's learning abilities but increases their emotional reactivity. Moreover, we demonstrated that PMS induced an increased density of H3K27me3 positive cells, in the hippocampus, paraventricular hypothalamic nucleus and dorsal nucleus of the amygdala, but not variations of H3K4me2. As these brain regions are involved in the control of vertebratesâ€™ emotional responses, the effect of PMS on the epigenetic mark H3K27me3 could possibly be a mechanism involved in the behavioural effects we observed in F1 quail. Â© 2022 Elsevier Ltd",
Bentz2021,Prenatal testosterone triggers long-term behavioral changes in male zebra finches: unravelling the neurogenomic mechanisms,"Bentz, A.B. and Niederhuth, C.E. and Carruth, L.L. and Navara, K.J.",BMC Genomics,14712164,22,1,NA,,,2021,BioMed Central Ltd,,,10.1186/s12864-021-07466-9,"Background: Maternal hormones, like testosterone, can strongly influence developing offspring, even generating long-term organizational effects on adult behavior; yet, the mechanisms facilitating these effects are still unclear. Here, we experimentally elevated prenatal testosterone in the eggs of zebra finches (Taeniopygia guttata) and measured male aggression in adulthood along with patterns of neural gene expression (RNA-seq) and DNA methylation (MethylC-Seq) in two socially relevant brain regions (hypothalamus and nucleus taenia of the amygdala). We used enrichment analyses and protein-protein interaction networks to find candidate processes and hub genes potentially affected by the treatment. We additionally identified differentially expressed genes that contained differentially methylated regions. Results: We found that males from testosterone-injected eggs displayed more aggressive behaviors compared to males from control eggs. Hundreds of genes were differentially expressed, particularly in the hypothalamus, including potential aggression-related hub genes (e.g., brain derived neurotrophic factor). There were also enriched processes with well-established links to aggressive phenotypes (e.g., somatostatin and glutamate signaling). Furthermore, several highly connected genes identified in protein-protein interaction networks also showed differential methylation, including adenylate cyclase 2 and proprotein convertase 2. Conclusions: These results highlight genes and processes that may play an important role in mediating the effects of prenatal testosterone on long-term phenotypic outcomes, thereby providing insights into the molecular mechanisms that facilitate hormone-mediated maternal effects. Â© 2021, The Author(s).",
Romano2021,Prenatal yolk corticosterone exposure promotes skeletal growth and induces oxidative imbalance in yellow-legged gull embryos,"Romano, A. and Possenti, C.D. and Caprioli, M. and De Felice, B. and Rubolini, D. and Parolini, M.",Journal of Experimental Biology,220949,224,22,NA,,,2021,Company of Biologists Ltd,,,10.1242/jeb.242943,"Maternally derived hormones induce variation in offspring phenotype, with consequences that can carry over into post-natal life and even into adulthood. In birds, maternal egg corticosterone (CORT) is known to exert contrasting effects on offspring morphology, physiology and behaviour after hatching. However, information on the effects of CORT exposure on pre-hatching embryonic development is limited. We experimentally increased yolk CORT levels in yellow-legged gull (Larus michahellis) eggs, and assessed the effects on embryo pre-hatching development and oxidative status of brain and liver. CORT-supplemented embryos reached a larger skeletal size and liver mass compared with controls. Embryos from CORT-injected last-laid eggs showed decreased activity of the hepatic antioxidant enzymes superoxide dismutase and catalase, while intermediate-laid eggs showed increased levels of lipid peroxidation. However, elevated yolk CORT did not affect oxidative stress endpoints in the brain. Our results indicate that elevated yolk CORT levels affect prenatal embryo development by promoting skeletal growth, and induce laying sequence- and organ-specific oxidative imbalance, with potential adverse consequences during postnatal life, especially for late-hatched offspring. Â© 2021 Company of Biologists Ltd. All rights reserved.",
Hope2020,Prolactin is related to incubation constancy and egg temperature following a disturbance in a precocial bird,"Hope, S.F. and DuRant, S.E. and Angelier, F. and Hallagan, J.J. and Moore, I.T. and Parenteau, C. and Kennamer, R.A. and Hopkins, W.A.",General and Comparative Endocrinology,166480,295,NA,NA,,,2020,Academic Press Inc.,,,10.1016/j.ygcen.2020.113489,"To maximize fitness, parents may trade-off time and energy between parental care and self-maintenance. In vertebrates, prolactin and corticosterone are two important hormones that regulate parental investment because they stimulate parental care and mobilize energy, respectively. Further, concentrations of both hormones change in response to disturbances. One of the most important parental care behaviors in birds is incubation, since small changes in egg temperature have large effects on offspring. We investigated how prolactin and corticosterone may mediate parental incubation constancy (i.e., the daily amount of time spent incubating eggs) and regulation of egg temperature. We collected blood samples from female wood ducks (Aix sponsa) near the start and end of the incubation period to measure baseline and stress-induced (30 min after capture and restraint) hormone concentrations. We also quantified incubation constancy and egg temperature using artificial egg temperature loggers. As expected, prolactin decreased and corticosterone increased after 30 min of capture and restraint. Corticosterone concentrations (baseline and stress-induced) were negatively related to body mass, but were not related to incubation constancy. In contrast, prolactin concentrations (baseline and stress-induced) were higher at the end than the start of the incubation period, and stress-induced prolactin concentrations were positively related to incubation constancy following a nest disturbance (i.e., capture). Further, prolactin (baseline and stress-induced) concentrations were positively related to egg temperatures, but only after the disturbance. These results suggest that prolactin may be associated with the regulation of parental incubation constancy and resulting heat-transfer after a disturbance, which may ultimately affect offspring development. Â© 2020 Elsevier Inc.",
Ruiz.Raya2021,Prolactin mediates behavioural rejection responses to avian brood parasitism,"Ruiz-Raya, F. and IbÃ¡nez-Ãlamo, J.D. and Parenteau, C. and Chastel, O. and Soler, M.",Journal of Experimental Biology,220949,224,20,NA,,,2021,Company of Biologists Ltd,,,10.1242/jeb.240101,"Adaptations resulting from co-evolutionary interactions between avian brood parasites and their hosts have been extensively studied, yet the physiological mechanisms underlying antiparasitic host defences remain little known. Prolactin, one of the main hormones involved in the regulation of avian parental behaviour, might play a key role in the orchestration of the host responses to avian brood parasitism. Given the positive association between prolactin and parental behaviour during incubation, decreasing prolactin levels are expected to facilitate egg-rejection decisions. We tested this prediction by implanting Eurasian blackbird (Turdus merula) females with an inhibitor of prolactin secretion, bromocriptine mesylate, to experimentally decrease their plasma prolactin levels. Bromocriptine mesylate-implanted individuals ejected mimetic model eggs at higher rates, and showed shorter latency to egg ejection, than placebo-treated birds. To our knowledge, this is the first experimental evidence that behavioural host defences against avian brood parasitism are mediated by prolactin. Â© 2021 Company of Biologists Ltd. All rights reserved.",
Finotto2021,Prolonged Alteration of Neonate Traits Following Maternal Exposure to Fishing-Capture Stress During Late Pregnancy in a Chondrichthyan Species,"Finotto, L. and Walker, T.I. and Reina, R.D.",Frontiers in Marine Science,22967745,8,NA,NA,,,2021,Frontiers Media S.A.,,,10.3389/fmars.2021.631798,"For animals discarded after fishing capture (unwanted bycatch), the effects of fishing-capture stress can extend beyond immediate or delayed death, causing long-term, sub-lethal effects such as injuries and physiological, behavioral, immune, energetic, and reproductive consequences. Given the importance of successful reproduction for population recruitment, investigating reproductive impairment is essential, even more so for animals with low reproductive rates such as chondrichthyans. However, data for these species are lacking, even though the poor conservation status of many chondrichthyan populations and the threats from overexploitation and discard require a better understanding of fishing-capture stress consequences. In this study, we investigated the reproductive consequences of trawling and air exposure stress when experienced by southern fiddler rays (Trygonorrhina dumerilii) during late pregnancy, with a focus on neonatal traits. Compared with neonates from unstressed mothers, neonates born from mothers subjected to capture simulation had significantly lower body mass and yolk sac volume at birth, showed a granulocyte-to-lymphocyte ratio indicative of a stressed condition, reduced growth, altered burying behavior, reduced boldness, and swam for shorter distances after a simulated predator attack. Smaller size and lower growth rate might expose neonates to a higher rate of predation, and similarly, the altered burying and swimming behaviors may reduce their ability to escape from predators. Decreased boldness could impact neonate survival by reducing their ability to compete and obtain food and resources. Further investigations are needed, but these initial results suggest that capture stress suffered by pregnant rays may alter traits and survival of their offspring with consequences for recruitment and population abundance. Â© Copyright Â© 2021 Finotto, Walker and Reina.",
Salahinejad2022,"Proximate causes and ultimate effects of common antidepressants, fluoxetine and venlafaxine, on fish behavior","Salahinejad, A. and Attaran, A. and Meuthen, D. and Chivers, D.P. and Niyogi, S.",Science of the Total Environment,489697,807,NA,NA,,,2022,Elsevier B.V.,,,10.1016/j.scitotenv.2021.150846,"Antidepressant (AD) drugs are widely prescribed for the treatment of psychiatric disorders, including depression and anxiety disorders. The continuous use of ADs causes significant quantities of these bioactive chemicals to enter the aquatic ecosystems mainly through wastewater effluent discharge. This may result in many aquatic organisms being inadvertently affected by these drugs. Fluoxetine (FLX) and venlafaxine (VEN) are currently among the most widely detected ADs in aquatic systems. A growing body of experimental evidence demonstrates that FLX and VEN have a substantial capacity to induce neurotoxicity and cause behavioral dysfunctions in a wide range of teleost species. At the same time, these studies often report seemingly contradictory results that are confounding in nature. Hence, we clearly require comprehensive reviews that attempt to find overarching patterns and establish possible causes for these variable results. This review aims to explore the current state of knowledge regarding the neurobehavioral effects of FLX and VEN on fishes. This study also discusses the potential mechanistic linkage between the neurotoxicity of ADs and behavioral dysfunction and identifies key knowledge gaps and areas for future research. Â© 2021 Elsevier B.V. ",
Nii2022105,Relationship between Mucosal Barrier Function of the Oviduct and Intestine in the Productivity of Laying Hens,"Nii, T.",Journal of Poultry Science,13467395,59,2,105-113,,,2022,Japan Poultry Science Association,,,10.2141/jpsa.0210090,"The mucosa of the intestine and oviduct of hens are susceptible to pathogens. Pathogenic infections in the mucosal tissues of laying hens lead to worsened health of the host animal, decreased egg production, and bacterial contamination of eggs. Therefore, better understanding of the mechanisms underlying mucosal barrier function is needed to prevent infection by pathogens. In addition, pathogen infection in the mucosal tissue generally causes mucosal inflammation. Recently, it has been shown that inflammation in the oviduct and intestinal tissue caused by disruption of the mucosal barrier function, can affect egg production. Therefore, it is vitla to understand the relationship between mucosal barrier function and egg production to improve poultry egg production. This paper reviews the studies on (1) oviductal mucosal immune function and egg production, (2) intestinal inflammation and egg production, and (3) improvement of mucosal immune function by probiotics. The findings introduced in this review will contribute to the understanding of the mucosal barrier function of the intestine and oviduct and improve poultry egg production in laying hens. Â© 2022, Japan Poultry Science Association.",
Dammerman20201565,Relative influences of microhabitat incubation conditions and genetic parentage effects on lake sturgeon (Acipenser fulvescens) offspring traits during early ontogeny,"Dammerman, K.J. and Steibel, J.P. and Scribner, K.T.",Environmental Biology of Fishes,3781909,103,12,1565-1581,,,2020,Springer Science and Business Media B.V.,,,10.1007/s10641-020-01047-7,"Knowledge on factors influencing traits during critical early growth periods is essential for predicting population persistence. Genetic effects and microhabitat stream conditions at female selected oviposition sites influence larval phenotypes. However, limited work has examined contributions of both factors across sequential ontogenetic stages for larvae of wild origin. Using a wild population of lake sturgeon (Acipenser fulvescens) from Black Lake, Michigan (USA), fertilized eggs were collected from stream substrate just prior to hatch at one-meter intervals along seven transect lines at an adult-selected spawning area. Microhabitat variables (depth, discharge, substrate size) were recorded at egg collection points. Body length, body area, and yolk-sac area were quantified for yolk-sac larvae (NÂ = 359) at the time of hatch. Following the onset of exogenous feeding, larval growth was measured weekly for four weeks. Parentage was assigned using genetic-based analysis. Inter-individual variation in phenotypic traits quantified at hatch were attributed to stream microhabitat variables; mean depth had the largest influence. No additive genetic effects were detected at hatch. Post-emergence larval growth significantly varied within and among half-sibling groups with the greatest range in body size observed at 33Â days post-hatch. Additive genetic variance and heritability increased with age. Results demonstrate that female-selected incubation habitats influenced traits at hatch for wild-origin fish, but effects do not persist to a sequential ontogenetic stage. Alternatively, growth after the onset of exogenous feeding was largely influenced by intrinsic (genetic) factors which must be considered when designing and implementing rehabilitation strategies for lake sturgeon and potentially other threatened riverine fishes. Â© 2020, Springer Nature B.V.",
Coppock20221461,Reproductive and developmental toxicity in avian species,"Coppock, R.W. and Dziwenka, M.M.",Reproductive and Developmental Toxicology,NA,NA,NA,1461-1486,,,2022,Elsevier,,,10.1016/B978-0-323-89773-0.00072-2,"Bird populations are dependent on successful reproduction. Anthropogenic pollution consisting of chemical and physical agents can have negative effects on avian physiology including reproduction. The endocrine system of birds coordinates their physiology with their environment. Endocrine disrupting chemicals have a pathophysiological effect on birds. Endocrine disrupting chemicals include polychlorinated biphenyls, polybrominated diphenyl ether, PFAAs, halogenated dioxins and furans, heavy metals and metalloids, petroleum, and pesticides. Physical agents include ionizing radiations, electrical fields, noise, and light. These items are covered in detail with references in this review. Â© 2022 Elsevier Inc. All rights reserved.",
Romero.Haro2022,Reproductive Strategies Affect Telomere Dynamics across the Life Course,"Romero-Haro, A.Ã. and Morger, J. and Haussmann, M.F. and Tschirren, B.",American Naturalist,30147,NA,NA,NA,,,2022,University of Chicago Press,,,10.1086/720440,"Because parental care has a heritable basis, the benefits of receiving increased parental provisioning early in life are genetically linked to the costs of providing increased parental provisioning at adulthood. Reproductive strategies thus result in distinct cost-benefit syndromes across the life course that may shape individual health and aging trajectories. Here we used an artificial selection approach in Japanese quail (Coturnix japonica) to test how reproductive strategies affect telomere length, a biomarker of somatic state, at different life stages. We show that males but not females from lines selected for low maternal investment (i.e., developing in a relatively small egg) had shorter telomeres at birth. These patterns were still weakly present at the end of the juvenile growth period. In contrast, significantly shorter telomeres were found in reproductively active adult birds from the high-investment lines, suggesting that telomere attrition was accelerated in these individuals once they had become reproductively active. Our study shows that reproductive strategies differentially affect telomere dynamics across the life course, highlighting the role of cross-generational constraints in shaping individual aging trajectories. Â© 2022 The University of Chicago. All rights reserved.",
Gatto2021397,Role of incubation environment in determining thermal tolerance of sea turtle hatchlings,"Gatto, C.R. and Matthews, B. and Reina, R.D.",Endangered Species Research,18635407,44,NA,397-408,,,2021,Inter-Research,,,10.3354/esr01111,"Warming global temperatures are predicted to reduce population viability in many oviparous ectothermic taxa, with increased embryonic mortality likely to be a main cause. While research on embryonic upper thermal limits is extensive, sea turtle hatchling thermal tolerance has received less attention and our understanding of how incubation conditions influence hatchling thermal tolerance is limited. Here, we report green turtle Chelonia mydas hatchling hydration and thermal tolerance following incubation in dry and wet conditions. We used packed cell volume and total protein as indicators of hydration and measured the critical thermal maximum (CTmax) of hatchlings in air. Neither hydration nor thermal tolerance was directly influenced by moisture treatment. However, hatchlings from moister nests had longer incubation durations (wet: 60.11 d vs. dry: 54.86 d), and, using incubation duration as a proxy for incubation temperature, hatchlings from cooler nests had significantly lower CTmax (wet: 39.84Â°C vs. dry: 40.51Â°C). Thus, despite not directly influencing thermal tolerance, moisture treatment influenced nest temperature indirectly; hatchlings that experienced warmer conditions in dry nests had a higher thermal tolerance than hatchlings from cooler and wetter nests. Ectothermic neonates may have greater plasticity in their thermal tolerance than previously thought, but their ability to adapt to increasing temperature is likely limited. Additionally, common management techniques to reduce nest temperatures, such as watering and shading nests, may only reduce embryonic mortality at the cost of decreased hatchling thermal tolerance and increased hatchling mortality during emergence. Nesting-site management interventions designed to reduce embryonic mortality will need to consider mitigation of the possible effects of those interventions on hatchling mortality. Â© The authors 2021. Open Access under Creative Commons by Attribution Licence. Use, distribution and reproduction are unrestricted. Authors and original publication must be credited. ",
Kaczmarski20201103,Sand lizards Lacerta agilis with higher digit ratios are more likely to autotomy,"Kaczmarski, M. and ZiembliÅ„ska, K. and Tryjanowski, P.",Journal of Anatomy,218782,237,6,1103-1113,,,2020,Blackwell Publishing Ltd,,,10.1111/joa.13277,"Digit ratio is a morphological feature regarded as a biomarker of the balance of sex hormones during early development. The exposure of embryos to a set of sex hormones and the mutual relations between those hormones cause the emergence of individual morphological and/or behavioural characteristics as well as differences between sexes. We have thus hypothesised that differences in one of these morphological traitsâ€”digit ratioâ€”may be a proxy representing a tendency towards tail autotomy. The aim of this study is to investigate the digit ratio (2D:3D, 2D:4D, 3D:4D) of the sand lizard, Lacerta agilis, Lacertidae, a species characterised by well-developed sexual dimorphism, whereby females are larger than males. We also tested associations between patterns in digit ratio and caudal autotomy, a common defensive mechanism among lizards. To our knowledge, the relationship between a tendency towards autotomy and digit ratio pattern has never been researched. To date, studies on autotomy have mainly focused on the consequences, costs or evolutionary background of tail loss. Hence, researchers examined mostly the frequency of autotomy in the context of predatory pressure or habitat conditions, omitting an individual's behavioural tendency to shed its tail. However, behavioural traits can affect an individual's exposure to predator attack and consequently the need to use an anti-predator strategy. Thus, following this logic, dropping the tail may be the result of the lizard's intraspecific personality characteristics, resulting from the effect of hormones on behaviour or innate traits. Therefore, we suggest that the inclusion of autotomy as a factor explaining observed digit ratio patterns and their variability between taxa has great potential. We used computerised measurements of photographed limbs to determine the length of digits. We found that the digit ratios for all four limbs were significantly lower in females than in males, excluding the 3D:4D ratio for the right hindlimbs. Therefore, the results confirmed the pattern already observed for most lizards. The novel element in our study is the detection of the relationship between a tendency towards caudal autotomy and digit ratio. Individuals with a tendency towards autotomy have a higher 2D:4D ratio in the right forelimbs and a lower 2D:3D ratio in the right hindlimbs. Obtained results suggest that these morphological characteristics are most likely related to intraspecific differences (between bold and shy individuals) which consequently may determine an individual's reaction or susceptibility to be a prey and escape behaviour. Thus, our results are probably the first attempt to link digit ratio to the susceptibility of lizards to tail autotomy. Â© 2020 Anatomical Society",
X.WOS.000509420000007,Seasonal changes in yolk hormone concentrations carry-over to offspring traits,"Jenni-Eiermann, Susanne and Jenni, Lukas and Marin, Juanita Olano and Homberger, Benjamin",GENERAL AND COMPARATIVE ENDOCRINOLOGY,0016-6480,287,NA,NA,,,2020,ACADEMIC PRESS INC ELSEVIER SCIENCE,,,10.1016/j.ygcen.2019.113346,"Yolk hormones are substances which transmit non-genetic factors from the mother to the next generation. The systematic changes of yolk hormone concentrations within asynchronously hatching clutches have been interpreted as a means to adaptively shape the offspring's phenotype. However, in synchronously hatching clutches the role of yolk hormones is less understood. We investigated whether seasonal changes between eggs in the yolk hormones testosterone (Testo), progesterone (Prog) and corticosterone (Cort) also occur in the grey partridge, a synchronously hatching precocial species without direct food competition between siblings. Specifically we asked whether yolk hormone concentrations systematically vary with season and whether they affect the offspring's hatching mass, mass gain, circulating baseline and stress-induced Cort. Additionally, we investigated the effect of genetic background and food availability on yolk hormone concentrations by subjecting grey partridge hens of two strains (wild and domesticated) to two different feeding regimes (predictable vs. unpredictable feeding) during egg laying. We hypothesized that egg hormone concentrations change over the season, but breeding in captivity over many generations and ad libitum food access could have resulted in domestication effects which abolished potential seasonal effects. Results showed that progressing season had a strong positive effect on yolk Prog and yolk Testo, but not on yolk Cort. Feeding regimes and strain had no effect on yolk hormones. Offspring mass and mass gain increased and baseline Cort decreased with progressing season. In addition, yolk Testo correlated positively with offspring mass gain and negatively with baseline Cort, while yolk Prog had a positive correlation with baseline Cort. Strain and feeding regimes of the mother had no effect on offspring traits. In conclusion, grey partridge chicks hatching late in the season might benefit from the increased concentrations of the growth-stimulating yolk Testo and by this catch-up in development. Hence, yolk hormone concentration could adaptively shape the offspring phenotype in a precocial species.",
Rendon2020,Seasonal patterns of melatonin alter aggressive phenotypes of female Siberian hamsters,"Rendon, N.M. and Petersen, C.L. and Munley, K.M. and Amez, A.C. and Boyes, D.L. and Kingsbury, M.A. and Demas, G.E.",Journal of Neuroendocrinology,9538194,32,8,NA,,,2020,Blackwell Publishing Ltd,,,10.1111/jne.12894,"Many animal species exhibit year-round aggression, a behaviour that allows individuals to compete for limited resources in their environment (eg, food and mates). Interestingly, this high degree of territoriality persists during the non-breeding season, despite low levels of circulating gonadal steroids (ie, testosterone [T] and oestradiol [E2]). Our previous work suggests that the pineal hormone melatonin mediates a â€˜seasonal switchâ€™ from gonadal to adrenal regulation of aggression in Siberian hamsters (Phodopus sungorus); solitary, seasonally breeding mammals that display increased aggression during the short, â€˜winter-likeâ€™ days (SDs) of the non-breeding season. To test the hypothesis that melatonin elevates non-breeding aggression by increasing circulating and neural steroid metabolism, we housed female hamsters in long days (LDs) or SDs, administered them timed or mis-timed melatonin injections (mimic or do not mimic a SD-like signal, respectively), and measured aggression, circulating hormone profiles and aromatase (ARO) immunoreactivity in brain regions associated with aggressive or reproductive behaviours (paraventricular hypothalamic nucleus [PVN], periaqueductal gray [PAG] and ventral tegmental area [VTA]). Females that were responsive to SD photoperiods (SD-R) and LD females given timed melatonin injections (Mel-T) exhibited gonadal regression and reduced circulating E2, but increased aggression and circulating dehydroepiandrosterone (DHEA). Furthermore, aggressive challenges differentially altered circulating hormone profiles across seasonal phenotypes; reproductively inactive females (ie, SD-R and Mel-T females) reduced circulating DHEA and T, but increased E2 after an aggressive interaction, whereas reproductively active females (ie, LD females, SD non-responder females and LD females given mis-timed melatonin injections) solely increased circulating E2. Although no differences in neural ARO abundance were observed, LD and SD-R females showed distinct associations between ARO cell density and aggressive behaviour in the PVN, PAG and VTA. Taken together, these results suggest that melatonin increases non-breeding aggression by elevating circulating steroid metabolism after an aggressive encounter and by regulating behaviourally relevant neural circuits in a region-specific manner. Â© 2020 British Society for Neuroendocrinology",
Richardson2021477,Separating differential allocation by females from direct effects of male condition in a beetle,"Richardson, J. and Smiseth, P.T.",Behavioral Ecology,10452249,32,3,477-487,,,2021,Oxford University Press,,,10.1093/beheco/araa146,"Differential allocation is the adjustment of reproductive allocation, typically by a female, in response to the quality of her male partner. A recent theoretical model suggests that differential allocation may influence trade-offs between reproductive traits within a breeding attempt. Furthermore, it is often difficult to distinguish differential allocation from direct effects of male condition. We address these gaps using a novel cross-fostering design to exclude direct effects of male condition and to test whether differential allocation affects trade-offs between and within breeding attempts. This design detects differential allocation as effects of a female's mating partner and direct effects of male condition as effects of the larvae's sire. We used the burying beetle Nicrophorus vespilloides, a species which adjusts reproductive allocation by culling some larvae after hatching. We used food deprivation to manipulate the nutritional condition of both the female's mating partner and the larvae's sire. We find clear evidence for differential allocation as females mating with food-deprived males had fewer larvae than females mating with control males. There was a trade-off between number and size of larvae when females mated with control males, but a positive relationship when females mated with food-deprived males. Thus, differential allocation influenced relationships between reproductive traits within a breeding attempt, but not necessarily through trade-offs. Instead, we suggest that there may be cryptic heterogeneity in quality among females or their mating partners that was only exposed when females mated with a male in poor condition. Â© 2021 The Author(s). Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved.",
Mikloska2022,Severe hypoxia exposure inhibits larval brain development but does not affect the capacity to mount a cortisol stress response in zebrafish,"Mikloska, K.V. and Zrini, Z.A. and Bernier, N.J.",Journal of Experimental Biology,220949,225,2,NA,,,2022,Company of Biologists Ltd,,,10.1242/jeb.243335,"Fish nursery habitats are increasingly hypoxic and the brain is recognized as highly hypoxia sensitive, yet there is a lack of information on the effects of hypoxia on the development and function of the larval fish brain. Here, we tested the hypothesis that by inhibiting brain development, larval exposure to severe hypoxia has persistent functional effects on the cortisol stress response in zebrafish (Danio rerio). Exposing 5 days post-fertilization (dpf) larvae to 10% dissolved O2 (DO) for 16 h only marginally reduced survival, but it decreased forebrain neural proliferation by 55%, and reduced the expression of neurod1, gfap and mbpa, markers of determined neurons, glia and oligodendrocytes, respectively. The 5 dpf hypoxic exposure also elicited transient increases in wholebody cortisol and in crf, uts1 and hsd20b2 expression, key regulators of the endocrine stress response. Hypoxia exposure at 5 dpf also inhibited the cortisol stress response to hypoxia in 10 dpf larvae and increased hypoxia tolerance. However, 10% DO exposure at 5 dpf for 16 h did not affect the cortisol stress response to a novel stressor in 10 dpf larvae or the cortisol stress response to hypoxia in adult fish. Therefore, while larval exposure to severe hypoxia can inhibit brain development, it also increases hypoxia tolerance. These effects may transiently reduce the impact of hypoxia on the cortisol stress response but not its functional capacity to respond to novel stressors. We conclude that the larval cortisol stress response in zebrafish has a high capacity to cope with severe hypoxia-induced neurogenic impairment. Â© 2022. Published by The Company of Biologists Ltd. ",
